# Program:featureCounts v2.0.8; Command:"featureCounts" "-p" "-T" "8" "-t" "CDS" "-g" "gene_name" "-a" "ref/MW2_annotation/MW2_assembly.gtf" "-o" "MW2_transcripts.txt" "mapping/M-A_S488_L006_vs_MW2.sorted.bam" "mapping/M-B_S489_L006_vs_MW2.sorted.bam" "mapping/M-C_S490_L006_vs_MW2.sorted.bam" "mapping/MplusA_S494_L006_vs_MW2.sorted.bam" "mapping/MplusB_S495_L006_vs_MW2.sorted.bam" "mapping/MplusC_S496_L006_vs_MW2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	mapping/M-A_S488_L006_vs_MW2.sorted.bam	mapping/M-B_S489_L006_vs_MW2.sorted.bam	mapping/M-C_S490_L006_vs_MW2.sorted.bam	mapping/MplusA_S494_L006_vs_MW2.sorted.bam	mapping/MplusB_S495_L006_vs_MW2.sorted.bam	mapping/MplusC_S496_L006_vs_MW2.sorted.bam
DBIAII_00256	MRSA_MW2_contig_1	270837	271676	+	840	622	534	597	2007	1973	4259
yfbR	MRSA_MW2_contig_1	271850	272500	+	651	3168	2827	3457	1131	3078	2075
csbA	MRSA_MW2_contig_1	272497	272733	+	237	386	363	443	234	438	262
uvrB	MRSA_MW2_contig_1	273002	274987	+	1986	11443	8861	11196	5684	10975	8481
uvrA	MRSA_MW2_contig_1	274995	277841	+	2847	25471	19454	25743	14111	20223	19352
hprK	MRSA_MW2_contig_1	278448	279380	+	933	12850	9550	13316	4715	11028	8128
lgt	MRSA_MW2_contig_1	279386	280225	+	840	8612	6880	8603	3292	7282	5521
wbbJ	MRSA_MW2_contig_1;MRSA_MW2_contig_1	280233;2104969	280718;2105568	+;-	1086	4859	3607	4632	2422	4864	4345
DBIAII_00264	MRSA_MW2_contig_1	280726	282165	+	1440	9708	7854	10052	5833	7587	9268
trxB	MRSA_MW2_contig_1;MRSA_MW2_contig_1	282232;2133809	283167;2134915	+;-	2043	25695	19884	25923	30403	38374	43505
rapZ	MRSA_MW2_contig_1	283932	284843	+	912	2378	1925	2300	1296	2376	1649
cofD	MRSA_MW2_contig_1	284840	285835	+	996	12342	9918	12992	3646	7517	4498
whiA	MRSA_MW2_contig_1	285946	286890	+	945	12600	10675	14029	5183	7433	7516
clpP	MRSA_MW2_contig_1	287463	288050	+	588	41492	35115	44312	39255	68181	54767
yfcH	MRSA_MW2_contig_1	288293	289162	-	870	6795	4888	6220	2171	5701	2932
DBIAII_00274	MRSA_MW2_contig_1	289898	290527	+	630	26901	21242	26821	6757	11065	12811
deoR	MRSA_MW2_contig_1	291169	292182	+	1014	349866	256978	342008	79453	263468	153784
gap	MRSA_MW2_contig_1;MRSA_MW2_contig_1	292235;1222729	293245;1223754	+;-	2037	503934	422388	563390	172989	508514	263462
pgk	MRSA_MW2_contig_1	293384	294574	+	1191	139451	99697	143057	41501	129452	48810
tpiA	MRSA_MW2_contig_1	294696	295457	+	762	97426	67801	99425	29106	85973	37117
gpmI	MRSA_MW2_contig_1	295460	296977	+	1518	201319	145306	210177	65622	172773	88195
eno	MRSA_MW2_contig_1	297107	298411	+	1305	333175	259302	359063	159984	355989	243317
DBIAII_00282	MRSA_MW2_contig_1	298750	299208	+	459	6772	5811	6883	2747	6163	5676
secG	MRSA_MW2_contig_1	299275	299508	+	234	14112	12505	16995	11411	18451	20340
yvaK	MRSA_MW2_contig_1;MRSA_MW2_contig_1	299624;2747132	300364;2747866	+;+	1476	16836	13769	18441	9375	12320	14587
rnr	MRSA_MW2_contig_1	300398	302770	+	2373	39018	31408	39840	20220	20455	31878
smpB	MRSA_MW2_contig_1	302792	303256	+	465	10795	8891	10203	5696	6143	8661
DBIAII_00289	MRSA_MW2_contig_1	304039	305154	-	1116	11076	9754	11007	5407	8417	10314
DBIAII_00290	MRSA_MW2_contig_1	305160	305897	-	738	2723	2579	2693	1601	3075	3369
DBIAII_00291	MRSA_MW2_contig_1	306049	306267	+	219	184	155	141	250	441	260
DBIAII_00292	MRSA_MW2_contig_1	306279	306425	+	147	0	1	0	1	3	3
DBIAII_00293	MRSA_MW2_contig_1	306418	306642	+	225	117	73	95	102	224	104
DBIAII_00294	MRSA_MW2_contig_1	306643	306942	+	300	536	386	405	375	852	482
DBIAII_00295	MRSA_MW2_contig_1	307034	309406	+	2373	7596	4309	5426	3426	6842	4399
DBIAII_00296	MRSA_MW2_contig_1	310079	310423	+	345	1497	807	991	643	1192	897
DBIAII_00297	MRSA_MW2_contig_1	310648	310854	+	207	385	207	244	153	361	192
DBIAII_00298	MRSA_MW2_contig_1	310841	311899	+	1059	3672	2358	2913	1881	3507	2440
DBIAII_00299	MRSA_MW2_contig_1	312081	312572	+	492	992	755	1012	532	857	701
DBIAII_00300	MRSA_MW2_contig_1	312933	313910	+	978	3420	3297	3811	1364	2749	2065
DBIAII_00301	MRSA_MW2_contig_1	313926	314486	+	561	329	228	290	120	371	249
DBIAII_00302	MRSA_MW2_contig_1	314786	315340	-	555	2557	1517	1740	369	749	770
sec2	MRSA_MW2_contig_1	316129	316929	+	801	16165	9507	11046	527	4311	3859
sel	MRSA_MW2_contig_1	317096	317818	-	723	2307	1920	2381	778	2023	1683
DBIAII_00305	MRSA_MW2_contig_1	318557	319285	-	729	9185	6982	8897	1397	3084	1823
DBIAII_00306	MRSA_MW2_contig_1	319883	320404	+	522	501	331	480	141	240	183
yhbS	MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1	320543;2772174;1939169;2233164	321073;2772698;1939696;2233664	+;+;-;-	2085	4806	3692	4830	2892	4397	4700
clfA	MRSA_MW2_contig_1	321336	324176	+	2841	61287	43810	56953	13390	19537	16679
vwb	MRSA_MW2_contig_1	324397	324873	+	477	444	468	536	73	227	642
DBIAII_00310	MRSA_MW2_contig_1	324925	325923	+	999	2241	2522	2652	290	808	2781
emp	MRSA_MW2_contig_1	326274	327296	+	1023	788	637	945	349	882	783
DBIAII_00312	MRSA_MW2_contig_1	327631	328152	+	522	1845	1889	2207	583	1009	1545
nuc	MRSA_MW2_contig_1	328493	329179	+	687	2804	2473	2671	425	1481	1997
cspC	MRSA_MW2_contig_1;MRSA_MW2_contig_1	329536;2276626	329736;2276826	+;+	402	277719	263771	336737	52979	108030	110563
DBIAII_00315	MRSA_MW2_contig_1	330232	330450	-	219	1940	1596	1978	947	1925	1508
DBIAII_00316	MRSA_MW2_contig_1	330512	330796	-	285	2556	1965	2698	1196	2380	2093
lnsA	MRSA_MW2_contig_1	330884	331453	-	570	1966	1715	2087	1396	1867	2547
DBIAII_00318	MRSA_MW2_contig_1	331641	331829	-	189	1058	960	1145	453	754	707
DBIAII_00319	MRSA_MW2_contig_1	331858	332118	-	261	2187	1775	2055	530	1159	1281
yozE	MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1	332458;2089915;897167;2159227	332661;2090133;897388;2159439	+;+;-;-	858	217233	195308	238875	137204	244393	150603
DBIAII_00321	MRSA_MW2_contig_1	332658	332894	-	237	4626	3559	4466	962	2505	1605
phoE	MRSA_MW2_contig_1;MRSA_MW2_contig_1	333118;2683167	333699;2683748	+;+	1164	3336	3027	3817	1768	2694	2633
argO	MRSA_MW2_contig_1	333772	334389	-	618	3251	2498	3286	749	2414	1167
DBIAII_00324	MRSA_MW2_contig_1	334544	335038	-	495	17025	14180	17698	2962	9380	5716
osmC	MRSA_MW2_contig_1;MRSA_MW2_contig_1	335437;1266055	335859;1266501	-;+	870	4914	3591	4680	1927	5172	2940
aroD	MRSA_MW2_contig_1	336007	336723	+	717	1344	1046	1455	1096	2152	1806
nfnB	MRSA_MW2_contig_1;MRSA_MW2_contig_1	336806;2069519	337345;2070190	+;-	1212	5221	4530	5838	7363	15601	11974
trxA	MRSA_MW2_contig_1;MRSA_MW2_contig_1	337495;590185	337815;590499	-;+	636	22366	18327	23900	16014	27783	22636
arsC	MRSA_MW2_contig_1	337959	338315	+	357	18238	14199	18553	8326	21389	17368
gcvH	MRSA_MW2_contig_1;MRSA_MW2_contig_1	338473;2635950	338853;2636282	+;+	714	31115	25592	32860	21132	42052	34803
DBIAII_00331	MRSA_MW2_contig_1	338917	339030	+	114	72	59	79	61	179	112
DBIAII_00332	MRSA_MW2_contig_1	339032	339910	+	879	1849	1385	1739	1684	3413	2343
rnmV	MRSA_MW2_contig_1;MRSA_MW2_contig_1	340648;2792129	341037;2792665	+;+	927	5148	3809	5149	2782	4554	3911
DBIAII_00335	MRSA_MW2_contig_1	341030	341326	+	297	1062	763	1002	548	842	667
metN2	MRSA_MW2_contig_1	341576	342601	+	1026	8217	6518	7630	1099	3278	1625
metP	MRSA_MW2_contig_1;MRSA_MW2_contig_1	342594;2753242	343289;2753901	+;+	1356	2778	2138	2742	389	943	540
nlpA	MRSA_MW2_contig_1	343307	344128	+	822	6124	5403	6936	1152	2709	1498
yjbJ	MRSA_MW2_contig_1;MRSA_MW2_contig_1	344482;1167148	344676;1167330	+;-	378	102889	82635	112107	19873	51654	13582
popT	MRSA_MW2_contig_1	344909	345760	-	852	17495	13746	16626	5723	7827	8139
sufC	MRSA_MW2_contig_1	346088	346849	+	762	25512	21105	27691	14870	21866	19870
sufD	MRSA_MW2_contig_1	346947	348254	+	1308	56369	45960	60689	28147	41878	41179
csd	MRSA_MW2_contig_1	348369	349610	+	1242	52062	43018	56112	26837	36041	35788
iscU	MRSA_MW2_contig_1	349600	350064	+	465	25253	20423	27078	10672	15637	17424
sufB	MRSA_MW2_contig_1	350215	351612	+	1398	58204	50860	66928	33148	46286	45668
DBIAII_00346	MRSA_MW2_contig_1	351942	352256	-	315	629	497	608	388	786	747
corB	MRSA_MW2_contig_1	352621	353661	+	1041	4334	2949	3763	2762	4279	3432
yrpB	MRSA_MW2_contig_1	353675	354742	+	1068	5695	4052	5234	3415	4343	4011
yecE	MRSA_MW2_contig_1	354918	355766	+	849	6057	4494	6003	2586	5103	4298
tauE	MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1	355779;1258327;2348963	356606;1259097;2349718	+;-;-	2355	9331	7231	8701	5503	7635	8131
ushA	MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1	356633;465238;2422711	357952;466752;2424246	+;+;+	4371	14388	11678	15364	8946	16502	13645
lipA	MRSA_MW2_contig_1	358036	358953	+	918	16898	14543	19382	13321	19326	18052
yutD	MRSA_MW2_contig_1	359083	359466	+	384	2432	1875	2652	2183	3160	3242
DBIAII_00354	MRSA_MW2_contig_1	359545	359811	-	267	1086	834	978	883	1442	1337
yutE	MRSA_MW2_contig_1	359909	360343	+	435	5278	4171	5563	2850	7099	5716
nagD	MRSA_MW2_contig_1	360343	361122	+	780	7586	6064	7930	4535	9835	8094
ldhA	MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1	361155;1833702;2457122	362114;1834655;2458297	+;+;+	3090	22643	19753	25107	15563	28322	25072
dltX	MRSA_MW2_contig_1	362526	362678	+	153	4120	3246	3755	4033	4870	8117
dltA	MRSA_MW2_contig_1	362694	364151	+	1458	30189	24239	29711	34379	38704	54708
dltB	MRSA_MW2_contig_1	364148	365362	+	1215	25916	19737	22567	22718	32486	40164
dltC	MRSA_MW2_contig_1	365380	365616	+	237	3898	2771	3227	2661	3519	5065
dltD	MRSA_MW2_contig_1	365613	366788	+	1176	61234	45493	51595	43634	63835	78934
DBIAII_00363	MRSA_MW2_contig_1	367051	367293	-	243	8412	7636	9718	6943	14989	10484
yuzD	MRSA_MW2_contig_1	367394	367717	+	324	1716	1637	2018	952	2464	1893
ndh	MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1	367776;375209;370219	368840;376363;371427	-;-;+	3429	142887	115717	141055	77460	114222	126881
yuzB	MRSA_MW2_contig_1	369157	369393	+	237	1834	1702	2120	1643	2950	2487
iscA	MRSA_MW2_contig_1	369406	369765	+	360	3658	3294	4131	3011	4854	4283
pepB	MRSA_MW2_contig_1	371558	373033	+	1476	8670	7024	8571	5071	9929	9436
yuiF	MRSA_MW2_contig_1	373444	374760	+	1317	66273	54628	68872	6892	38909	9699
paaI	MRSA_MW2_contig_1	374779	375153	+	375	14307	11612	16594	2891	11216	3935
mnhG1	MRSA_MW2_contig_1	376612	376968	-	357	2327	2187	2522	1832	3022	2328
mnhF1	MRSA_MW2_contig_1	376946	377239	-	294	3180	2707	3204	1976	3452	3276
mnhE1	MRSA_MW2_contig_1	377239	377718	-	480	9712	8046	10141	5065	9876	9412
mnhD1	MRSA_MW2_contig_1	377720	379216	-	1497	34805	28627	34889	18740	33739	30872
mnhC1	MRSA_MW2_contig_1	379209	379550	-	342	5086	4563	5220	2644	5078	4224
mnhB1	MRSA_MW2_contig_1	379550	379978	-	429	3045	2516	3208	1918	3378	2527
mnhA1	MRSA_MW2_contig_1	379971	382376	-	2406	70665	57942	70774	29461	73344	52965
DBIAII_00380	MRSA_MW2_contig_1	382507	382890	-	384	950	814	1053	676	1142	841
ppiB	MRSA_MW2_contig_1	382954	383547	+	594	24135	20315	26606	18046	40993	28793
ygs	MRSA_MW2_contig_1	383962	384339	+	378	11481	9691	13441	7319	18082	12556
fadH	MRSA_MW2_contig_1;MRSA_MW2_contig_1	384701;2633414	385828;2634613	+;-	2328	5546	4545	5550	3397	5638	4546
rocD	MRSA_MW2_contig_1;MRSA_MW2_contig_1	386136;2472392	387326;2473576	+;-	2376	1757	1319	1886	1558	1923	1833
gluD	MRSA_MW2_contig_1	387435	388679	+	1245	14474	11297	14819	8091	10583	11170
ugpQ	MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1	389069;565223;1265232;2323082	389998;566149;1265975;2323825	-;-;-;+	3345	14683	11415	14953	7233	14847	12532
argH	MRSA_MW2_contig_1	390240	391619	-	1380	103902	80870	114896	10820	21007	6006
argG	MRSA_MW2_contig_1	391609	392814	-	1206	145284	111730	141486	9298	18504	5392
pgi	MRSA_MW2_contig_1	393165	394496	+	1332	61974	53389	70294	38820	111557	65760
tVP38	MRSA_MW2_contig_1	394821	395396	+	576	4642	4089	4788	2147	3321	4808
lepB	MRSA_MW2_contig_1;MRSA_MW2_contig_1	395401;395941	395925;396516	+;+	1101	16705	14648	19438	9724	12856	18939
addB	MRSA_MW2_contig_1	396676	400152	+	3477	11993	9301	12169	5940	11944	8998
addA	MRSA_MW2_contig_1	400153	403806	+	3654	14143	9534	12931	6861	11512	9482
ycgM	MRSA_MW2_contig_1	403972	404874	+	903	30119	18713	27262	8694	26419	13514
DBIAII_00397	MRSA_MW2_contig_1	405203	405592	+	390	4260	3533	4696	2512	2222	3191
cdr	MRSA_MW2_contig_1	405764	407080	-	1317	23916	18367	23770	10437	21144	18318
sufT	MRSA_MW2_contig_1	408070	408378	+	309	8493	6371	8636	5609	9874	7570
oafA	MRSA_MW2_contig_1	408926	410740	+	1815	1175	1004	1213	1443	1317	2423
clpB	MRSA_MW2_contig_1	410943	413552	+	2610	11307	9857	12828	11020	13136	8447
leuA	MRSA_MW2_contig_1;MRSA_MW2_contig_1	414590;1595229	415735;1596758	+;+	2676	280	194	311	197	230	204
DBIAII_00405	MRSA_MW2_contig_1	415719	416360	+	642	93	79	83	73	89	120
DBIAII_00406	MRSA_MW2_contig_1	416353	417471	+	1119	588	438	554	344	547	596
pEBP	MRSA_MW2_contig_1	417455	417970	+	516	474	425	503	352	569	563
DBIAII_00408	MRSA_MW2_contig_1	418281	418715	+	435	2148	1795	2369	973	1459	1250
DBIAII_00409	MRSA_MW2_contig_1	418972	419157	-	186	7057	6392	8528	6002	12671	10718
fabH	MRSA_MW2_contig_1	419452	420393	+	942	20420	16884	21632	9605	15153	12378
fabF	MRSA_MW2_contig_1	420405	421649	+	1245	57662	43965	56231	26040	43029	37581
DBIAII_00412	MRSA_MW2_contig_1	421704	422075	-	372	1241	1031	1367	512	1198	1006
opp3b	MRSA_MW2_contig_1	422318	423244	+	927	3780	2789	3667	380	1621	344
opp3C	MRSA_MW2_contig_1	423244	424314	+	1071	4473	3252	4228	404	1374	401
dppD	MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1	424330;429995;430984	425412;430981;431964	+;+;+	3051	4068	2922	4113	644	1371	764
gsiA	MRSA_MW2_contig_1;MRSA_MW2_contig_1	425402;2254448	426343;2256160	+;-	2655	3548	2699	4092	841	1541	965
oppA	MRSA_MW2_contig_1;MRSA_MW2_contig_1	426362;2500383	428017;2502158	+;+	3432	4724	3829	5948	1394	2165	1370
opp4A	MRSA_MW2_contig_1	428229	429944	+	1716	80	57	92	78	96	68
opp4B	MRSA_MW2_contig_1	431957	432919	+	963	444	267	425	229	480	410
opp4C	MRSA_MW2_contig_1	432931	433812	+	882	402	312	407	205	304	308
trpS	MRSA_MW2_contig_1	433854	434843	-	990	21291	18385	22229	11884	25903	21681
spxA	MRSA_MW2_contig_1	435138	435533	+	396	133734	117041	139464	44282	136248	102307
mecA	MRSA_MW2_contig_1;MRSA_MW2_contig_1	435904;2324396	436623;2326402	+;-	2727	48529	37721	48037	24527	41064	40540
coiA	MRSA_MW2_contig_1	436744	437730	+	987	527	371	542	287	421	476
pepF	MRSA_MW2_contig_1;MRSA_MW2_contig_1	437778;854812	439586;856626	+;+	3624	52255	42313	55034	25756	48719	48896
yjbH	MRSA_MW2_contig_1	440046	440852	-	807	8314	6322	8716	4040	10995	7110
yjbI	MRSA_MW2_contig_1	440875	441240	-	366	4550	3849	4934	2233	6393	3712
yjbK	MRSA_MW2_contig_1	441344	441937	-	594	3754	2897	3759	1594	5273	2912
DBIAII_00433	MRSA_MW2_contig_1	442123	442470	+	348	2419	1940	2550	1703	3589	2796
yjbM	MRSA_MW2_contig_1;MRSA_MW2_contig_1	442487;2053320	443122;2054012	+;-	1329	7984	6359	8284	5184	10445	8241
nadK	MRSA_MW2_contig_1	443139	443948	+	810	7225	6036	7937	6148	9904	9682
rluA	MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1	443945;640602;1410547	444799;641519;1411368	+;+;+	2595	36852	32734	39494	16364	23758	33126
mgtE	MRSA_MW2_contig_1	444820	446205	+	1386	4554	3571	4440	4215	3927	6279
trkA	MRSA_MW2_contig_1;MRSA_MW2_contig_1	446215;531482	448059;532144	+;+	2508	24600	20447	26027	16588	24607	29526
fabI	MRSA_MW2_contig_1	448337	449107	+	771	30637	26920	33687	23815	38712	38738
perM	MRSA_MW2_contig_1;MRSA_MW2_contig_1	449302;828307	450387;829455	-;+	2235	38685	33629	40333	21661	43658	40963
alsT	MRSA_MW2_contig_1;MRSA_MW2_contig_1	450729;825301	452297;826761	+;+	3030	19167	17436	21060	16173	17201	20410
fes	MRSA_MW2_contig_1	452442	453200	+	759	1539	1491	1527	1181	2481	2085
thpR	MRSA_MW2_contig_1	453394	453903	+	510	9441	8983	10786	4586	8206	7329
ltaA	MRSA_MW2_contig_1	454016	455206	-	1191	20923	17605	22649	8518	16345	15404
ugtP	MRSA_MW2_contig_1	455184	456359	-	1176	22586	19169	24130	8517	17599	15507
murE	MRSA_MW2_contig_1	456792	458276	+	1485	16743	14220	18263	7760	11448	12564
DBIAII_00447	MRSA_MW2_contig_1	458266	458517	+	252	887	726	949	439	613	726
prfC	MRSA_MW2_contig_1	458517	460079	+	1563	26570	22516	28698	12519	19235	23045
terC	MRSA_MW2_contig_1	460381	461184	+	804	13917	11716	14172	8362	7271	12022
degQ	MRSA_MW2_contig_1;MRSA_MW2_contig_1	461418;1273136	463727;1274410	+;+	3585	29124	23369	30877	23359	45859	44628
trkG	MRSA_MW2_contig_1;MRSA_MW2_contig_1	463744;1560303	465102;1561610	+;+	2667	12991	10699	13308	8541	13359	15519
comK	MRSA_MW2_contig_1;MRSA_MW2_contig_1	467239;1336794	467808;1337237	-;+	1014	1659	1296	1601	1405	1309	2362
DBIAII_00456	MRSA_MW2_contig_1	468018	468236	+	219	3895	3635	4783	1002	2962	1163
lplA	MRSA_MW2_contig_1;MRSA_MW2_contig_1	468317;2637995	469303;2639017	-;+	2010	5403	4408	5866	4896	10121	8160
ykvS	MRSA_MW2_contig_1	469502	469678	+	177	5768	5063	6128	3989	5783	7075
DBIAII_00459	MRSA_MW2_contig_1	469693	470295	+	603	11001	10580	12281	7986	11994	15008
DBIAII_00461	MRSA_MW2_contig_1	470536	470613	+	78	5601	5629	6237	21267	34171	25018
DBIAII_00462	MRSA_MW2_contig_1	471579	471947	+	369	49	37	30	27	43	58
DBIAII_00463	MRSA_MW2_contig_1	471965	473542	+	1578	238	179	257	163	221	239
yxeA	MRSA_MW2_contig_1;MRSA_MW2_contig_1	473545;2680674	473865;2681075	+;+	723	206	155	212	95	180	201
lolD	MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1	473862;2490023;2617369;2178603	474503;2490703;2618046;2179358	+;+;+;-	2757	9437	7374	9775	2462	4443	3523
DBIAII_00466	MRSA_MW2_contig_1	474591	474836	-	246	2891	3121	3476	5569	8026	6576
DBIAII_00467	MRSA_MW2_contig_1	475222	475509	+	288	17	13	13	2866	4682	5667
tarM	MRSA_MW2_contig_1	475515	476996	+	1482	279	276	370	17143	27236	34650
fecB	MRSA_MW2_contig_1;MRSA_MW2_contig_1	477929;1732325	478888;1733308	+;-	1944	2663	2511	2831	4968	10883	8327
DBIAII_00471	MRSA_MW2_contig_1	478934	479050	-	117	1031	767	1006	214	791	390
tM2	MRSA_MW2_contig_1;MRSA_MW2_contig_1	479129;661451	479344;661729	-;-	495	10333	8355	11993	6453	18192	9978
menA	MRSA_MW2_contig_1	480111	481049	-	939	16673	14362	18305	13268	18607	21821
menF	MRSA_MW2_contig_1	481231	482592	+	1362	6433	5377	7201	4880	5762	7586
menD	MRSA_MW2_contig_1	482579	484252	+	1674	8573	6909	9222	6107	6843	8611
menB	MRSA_MW2_contig_1	485035	485856	+	822	37439	32290	40955	25951	45244	41167
sspC	MRSA_MW2_contig_1	486094	486423	-	330	472	273	344	228	265	286
sspB	MRSA_MW2_contig_1	486461	487642	-	1182	2265	1336	1636	817	1210	1194
sspA	MRSA_MW2_contig_1	487724	488707	-	984	2294	1378	1594	793	1177	1104
aspB	MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1	489235;2110311;1506322	490389;2111465;1507608	-;-;+	3597	46427	38247	47188	23047	51282	44839
nolL	MRSA_MW2_contig_1	490585	491595	-	1011	3021	2302	2689	5520	6637	10147
marR	MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1	491748;1799494;2067474;2183160	492167;1799934;2067908;2183615	+;+;-;-	1752	8290	6594	8821	14599	27114	26650
atl	MRSA_MW2_contig_1	492374	496144	-	3771	80378	58618	71485	19813	31531	30044
elaA	MRSA_MW2_contig_1	496372	496806	-	435	1574	1145	1527	499	705	777
DBIAII_00487	MRSA_MW2_contig_1	496961	497431	-	471	9900	7539	9676	4862	8243	9287
cps2a	MRSA_MW2_contig_1;MRSA_MW2_contig_1	497479;1841873	498696;1842820	-;-	2166	40612	32455	40930	14515	24090	27411
fmtA	MRSA_MW2_contig_1	499147	500340	+	1194	6258	5315	7043	10981	15710	25465
qoxD	MRSA_MW2_contig_1	500877	501167	-	291	11177	9119	12420	6764	14648	8131
qoxC	MRSA_MW2_contig_1	501164	501769	-	606	66980	52794	73139	28066	74896	42769
qoxB	MRSA_MW2_contig_1	501759	503747	-	1989	319477	239863	340047	118513	340110	201244
qoxA	MRSA_MW2_contig_1	503747	504847	-	1101	162449	122297	174771	66573	175588	112559
DBIAII_00494	MRSA_MW2_contig_1	505419	505736	-	318	19097	15699	18356	11520	25342	29512
folD	MRSA_MW2_contig_1	506519	507379	-	861	12368	10093	12773	8725	19269	14298
purE	MRSA_MW2_contig_1	507580	508062	+	483	901	840	966	504	1250	642
purK	MRSA_MW2_contig_1	508049	509173	+	1125	2712	2278	3055	1014	2538	1655
purC	MRSA_MW2_contig_1	509177	509881	+	705	663	591	855	320	613	406
purS	MRSA_MW2_contig_1	509881	510144	+	264	160	196	298	57	176	100
purQ	MRSA_MW2_contig_1	510146	510817	+	672	1233	1144	1754	263	824	322
purL	MRSA_MW2_contig_1	510810	512999	+	2190	3855	3970	6400	995	2240	906
purF	MRSA_MW2_contig_1	512978	514462	+	1485	2663	2317	3469	851	1820	810
purM	MRSA_MW2_contig_1	514455	515483	+	1029	1774	1382	2037	687	1398	637
purN	MRSA_MW2_contig_1	515486	516052	+	567	792	667	891	339	667	324
purH	MRSA_MW2_contig_1	516067	517545	+	1479	3298	2413	3401	1457	3212	1641
purD	MRSA_MW2_contig_1	517567	518814	+	1248	3176	2468	3480	1804	3916	2229
ecfT	MRSA_MW2_contig_1;MRSA_MW2_contig_1;MRSA_MW2_contig_1	519079;1767465;2253618	519885;1768271;2254451	-;-;-	2448	11332	8564	10149	13345	27155	37255
ykoE	MRSA_MW2_contig_1	521293	521868	-	576	5172	3447	3850	10916	21196	30393
graF	MRSA_MW2_contig_1	522389	522523	-	135	3031	2630	4037	775	1659	565
DBIAII_00512	MRSA_MW2_contig_1	522675	523970	+	1296	37841	32472	40441	18510	41722	34435
DBIAII_00514	MRSA_MW2_contig_1	524395	525567	+	1173	8950	7476	9422	3300	6250	6927
DBIAII_00515	MRSA_MW2_contig_1	525621	526163	+	543	24568	17821	22784	3347	8793	4327
ptsH	MRSA_MW2_contig_1	526317	526583	+	267	56920	46031	60087	34541	67155	60355
ptsI	MRSA_MW2_contig_1	526586	528304	+	1719	242967	204163	264114	151563	279028	241048
nrdH	MRSA_MW2_contig_1	528541	528774	-	234	595	504	625	1070	1293	1552
appC	MRSA_MW2_contig_1	528972	530333	+	1362	12811	11820	15720	8644	13729	19780
appB	MRSA_MW2_contig_1	530330	531349	+	1020	10047	9653	12655	5942	12740	15044
rnj1	MRSA_MW2_contig_1	532493	534190	-	1698	102585	83015	103359	46082	78152	86376
rpoY	MRSA_MW2_contig_1	534190	534408	-	219	11684	9284	12851	5457	10499	10818
def	MRSA_MW2_contig_1;MRSA_MW2_contig_1	534890;661953	535441;662441	-;+	1041	10529	9337	12072	8728	11008	13423
DBIAII_00526	MRSA_MW2_contig_1	535806	536432	+	627	8319	7701	10410	5920	12633	9550
pdhA	MRSA_MW2_contig_1	536603	537715	+	1113	195079	142957	180976	92204	182536	141188
pdhB	MRSA_MW2_contig_1	537719	538696	+	978	189943	141415	172331	80606	158208	123560
pdhC	MRSA_MW2_contig_1	538787	540079	+	1293	279459	211196	259760	114111	221044	174667
lpdA	MRSA_MW2_contig_1;MRSA_MW2_contig_1	540083;1068676	541489;1070097	+;-	2829	299710	229439	289096	139262	252510	198739
yktA	MRSA_MW2_contig_1	541657	541932	+	276	1723	1539	1715	1070	1573	1382
qdoI	MRSA_MW2_contig_1	542076	542615	+	540	1221	972	1152	1682	1104	2825
potA	MRSA_MW2_contig_1	542628	543722	+	1095	2346	1728	2108	3040	1797	5189
potB	MRSA_MW2_contig_1	543715	544512	+	798	1257	916	1042	1652	1307	3337
potC	MRSA_MW2_contig_1	544518	545327	+	810	1444	1044	1134	2137	1498	3267
potD	MRSA_MW2_contig_1	545327	546400	+	1074	4081	2785	3181	4335	4021	7447
DBIAII_00537	MRSA_MW2_contig_1	546474	547493	+	1020	37478	29447	36172	17652	24406	32738
DBIAII_00538	MRSA_MW2_contig_1	547776	548195	+	420	5299	4454	5827	3618	9137	6400
mntH	MRSA_MW2_contig_1;MRSA_MW2_contig_1	548277;1145225	549629;1146454	-;-	2583	11242	8073	10175	5963	38755	14235
